[Sat Aug 27 18:55:45 2022|train.py|INFO] Batch_Size: 32
[Sat Aug 27 18:55:45 2022|train.py|INFO] Angular_Views: [0, 1, 2, 3, 4, 5, 6]
[Sat Aug 27 18:55:45 2022|train.py|INFO] Early_Stopping_Patience: 2000
[Sat Aug 27 18:55:45 2022|train.py|INFO] Train_Patch_Size: 96
[Sat Aug 27 18:55:45 2022|train.py|INFO] Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)
[Sat Aug 27 19:39:43 2022|train.py|INFO] Train | Epoch: 81, Loss: 0.19572, MAE: 0.19572, MSE_x100: 14.75520, Bad_Pixel_Ratio: 50.73089, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:40:14 2022|train.py|INFO] Train | Epoch: 82, Loss: 0.19537, MAE: 0.19537, MSE_x100: 14.94237, Bad_Pixel_Ratio: 50.27381, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:40:46 2022|train.py|INFO] Train | Epoch: 83, Loss: 0.17642, MAE: 0.17642, MSE_x100: 13.06333, Bad_Pixel_Ratio: 48.56998, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:41:18 2022|train.py|INFO] Train | Epoch: 84, Loss: 0.18872, MAE: 0.18872, MSE_x100: 16.13971, Bad_Pixel_Ratio: 43.64283, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:41:50 2022|train.py|INFO] Train | Epoch: 85, Loss: 0.19128, MAE: 0.19128, MSE_x100: 15.42964, Bad_Pixel_Ratio: 48.34850, Learning_Rate: 0.0001, Training_Time: 0.00887 Hours
[Sat Aug 27 19:42:22 2022|train.py|INFO] Train | Epoch: 86, Loss: 0.19602, MAE: 0.19602, MSE_x100: 17.36083, Bad_Pixel_Ratio: 46.71119, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:42:54 2022|train.py|INFO] Train | Epoch: 87, Loss: 0.17840, MAE: 0.17840, MSE_x100: 13.95224, Bad_Pixel_Ratio: 47.22950, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:43:26 2022|train.py|INFO] Train | Epoch: 88, Loss: 0.18936, MAE: 0.18936, MSE_x100: 14.11936, Bad_Pixel_Ratio: 49.51738, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:43:58 2022|train.py|INFO] Train | Epoch: 89, Loss: 0.21046, MAE: 0.21046, MSE_x100: 16.85273, Bad_Pixel_Ratio: 52.48625, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:44:30 2022|train.py|INFO] Train | Epoch: 90, Loss: 0.17653, MAE: 0.17653, MSE_x100: 12.85158, Bad_Pixel_Ratio: 44.99541, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:45:08 2022|train.py|INFO] Train | Epoch: 91, Loss: 0.19662, MAE: 0.19662, MSE_x100: 16.66998, Bad_Pixel_Ratio: 50.00146, Learning_Rate: 0.0001, Training_Time: 0.00883 Hours
[Sat Aug 27 19:45:40 2022|train.py|INFO] Train | Epoch: 92, Loss: 0.17663, MAE: 0.17663, MSE_x100: 12.61115, Bad_Pixel_Ratio: 47.30260, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:46:12 2022|train.py|INFO] Train | Epoch: 93, Loss: 0.18294, MAE: 0.18294, MSE_x100: 13.82919, Bad_Pixel_Ratio: 46.55454, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:46:43 2022|train.py|INFO] Train | Epoch: 94, Loss: 0.19766, MAE: 0.19766, MSE_x100: 16.37538, Bad_Pixel_Ratio: 49.93069, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:47:15 2022|train.py|INFO] Train | Epoch: 95, Loss: 0.20993, MAE: 0.20993, MSE_x100: 17.81488, Bad_Pixel_Ratio: 53.56308, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:47:47 2022|train.py|INFO] Train | Epoch: 96, Loss: 0.18125, MAE: 0.18125, MSE_x100: 14.43090, Bad_Pixel_Ratio: 46.08473, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:48:19 2022|train.py|INFO] Train | Epoch: 97, Loss: 0.16225, MAE: 0.16225, MSE_x100: 11.35027, Bad_Pixel_Ratio: 42.91502, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:48:51 2022|train.py|INFO] Train | Epoch: 98, Loss: 0.19169, MAE: 0.19169, MSE_x100: 15.43528, Bad_Pixel_Ratio: 46.95515, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:49:23 2022|train.py|INFO] Train | Epoch: 99, Loss: 0.18929, MAE: 0.18929, MSE_x100: 14.94848, Bad_Pixel_Ratio: 46.30738, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:49:55 2022|train.py|INFO] Train | Epoch: 100, Loss: 0.17975, MAE: 0.17975, MSE_x100: 13.85190, Bad_Pixel_Ratio: 45.02662, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:50:33 2022|train.py|INFO] Train | Epoch: 101, Loss: 0.18430, MAE: 0.18430, MSE_x100: 13.97324, Bad_Pixel_Ratio: 45.76678, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:51:05 2022|train.py|INFO] Train | Epoch: 102, Loss: 0.18197, MAE: 0.18197, MSE_x100: 13.91417, Bad_Pixel_Ratio: 46.42000, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:51:37 2022|train.py|INFO] Train | Epoch: 103, Loss: 0.17123, MAE: 0.17123, MSE_x100: 11.33578, Bad_Pixel_Ratio: 50.09941, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
